brand_name,product_name,product_subcategory,product_category,product_department,product_family,store_sales,store_cost,unit_sales,the_date,city,state_province,country
Tri-State,Tri-State Elephant Garlic,Fresh Vegetables,Vegetables,Produce,Food,5.13,1.5903,3,8/19/1998 0:00,N. Vancouver,BC,Canada
Golden,Golden Frozen Chicken Wings,Frozen Chicken,Meat,Frozen Foods,Food,13.92,5.9856,4,6/23/1998 0:00,N. Vancouver,BC,Canada
Best,Best Corn Puffs,Cereal,Breakfast Foods,Breakfast Foods,Food,3.94,1.9306,2,8/19/1998 0:00,N. Vancouver,BC,Canada
Top Measure,Top Measure Chardonnay Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,1.16,0.4756,2,9/6/1998 0:00,N. Vancouver,BC,Canada
PigTail,PigTail Lime Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,5.28,2.4816,4,9/6/1998 0:00,N. Vancouver,BC,Canada
Tell Tale,Tell Tale Tomatos,Fresh Vegetables,Vegetables,Produce,Food,7.65,3.4425,3,9/6/1998 0:00,N. Vancouver,BC,Canada
Atomic,Atomic Bubble Gum,Gum,Candy,Snacks,Food,6.66,2.997,2,9/6/1998 0:00,N. Vancouver,BC,Canada
Horatio,Horatio Raspberry Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,11.36,5.112,4,9/6/1998 0:00,N. Vancouver,BC,Canada
Dollar,Dollar Monthly Fashion Magazine,Fashion Magazines,Magazines,Periodicals,Non-Consumable,14.25,5.2725,5,9/6/1998 0:00,N. Vancouver,BC,Canada
Carlson,Carlson 2% Milk,Milk,Dairy,Dairy,Drink,13.96,4.3276,4,6/23/1998 0:00,N. Vancouver,BC,Canada
Tri-State,Tri-State Mixed Nuts,Nuts,Specialty,Produce,Food,5.28,2.5872,3,8/19/1998 0:00,N. Vancouver,BC,Canada
Fort West,Fort West Salted Pretzels,Pretzels,Snack Foods,Snack Foods,Food,6.39,2.8755,3,4/12/1998 0:00,Milwaukie,OR,USA
Pleasant,Pleasant Regular Ramen Soup,Soup,Canned Soup,Canned Foods,Food,6.62,2.0522,2,8/13/1998 0:00,Milwaukie,OR,USA
Cormorant,Cormorant 75 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,5.1,2.448,2,8/13/1998 0:00,Milwaukie,OR,USA
Denny,Denny Silver Cleaner,Pot Cleaners,Kitchen Products,Household,Non-Consumable,6.32,2.528,4,8/13/1998 0:00,Milwaukie,OR,USA
Booker,Booker Low Fat String Cheese,Cheese,Dairy,Dairy,Food,4.02,1.3266,3,3/5/1998 0:00,Woodland Hills,CA,USA
Fabulous,Fabulous Apple Juice,Juice,Pure Juice Beverages,Beverages,Drink,11.84,5.5648,4,3/5/1998 0:00,Woodland Hills,CA,USA
Booker,Booker Sharp Cheddar Cheese,Cheese,Dairy,Dairy,Food,5.55,2.331,3,3/5/1998 0:00,Woodland Hills,CA,USA
Bird Call,Bird Call Dishwasher Detergent,Nasal Sprays,Decongestants,Health and Hygiene,Non-Consumable,5.64,2.4816,3,3/5/1998 0:00,Woodland Hills,CA,USA
Amigo,Amigo Scallops,Shellfish,Seafood,Seafood,Food,8.37,3.6828,3,10/29/1998 0:00,Sooke,BC,Canada
Nationeel,Nationeel Graham Crackers,Cookies,Snack Foods,Snack Foods,Food,3.3,1.452,2,10/29/1998 0:00,Sooke,BC,Canada
PigTail,PigTail Frozen Carrots,Frozen Vegetables,Vegetables,Frozen Foods,Food,5.73,2.292,3,10/29/1998 0:00,Sooke,BC,Canada
Cutting Edge,Cutting Edge Sliced Ham,Deli Meats,Meat,Deli,Food,2.88,1.296,4,10/29/1998 0:00,Sooke,BC,Canada
High Quality,High Quality Bees Wax Candles,Candles,Candles,Household,Non-Consumable,3.16,1.2956,2,9/5/1998 0:00,Long Beach,CA,USA
Best Choice,Best Choice Fondue Mix,Dips,Snack Foods,Snack Foods,Food,3.62,1.3394,2,9/5/1998 0:00,Long Beach,CA,USA
Colony,Colony White Bread,Sliced Bread,Bread,Baked Goods,Food,4.26,1.5336,3,9/5/1998 0:00,Long Beach,CA,USA
Consolidated,Consolidated Tartar Control Toothpaste,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,6.39,2.4921,3,5/28/1998 0:00,Woodburn,OR,USA
Quick,Quick Seasoned Hamburger,Hamburger,Meat,Meat,Food,10.92,5.0232,3,5/28/1998 0:00,Woodburn,OR,USA
Plato,Plato Tomato Sauce,Sauces,Baking Goods,Baking Goods,Food,11.13,5.4537,3,5/28/1998 0:00,Woodburn,OR,USA
Golden,Golden Lemon Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,4.52,1.4012,4,4/11/1998 0:00,Woodburn,OR,USA
Nationeel,Nationeel Strawberry Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,5.64,1.7484,3,4/11/1998 0:00,Woodburn,OR,USA
Pleasant,Pleasant Canned Peas,Canned Vegetables,Vegetables,Canned Foods,Food,5.08,2.4384,2,4/11/1998 0:00,Woodburn,OR,USA
Golden,Golden Home Style French Fries,French Fries,Vegetables,Frozen Foods,Food,2.16,0.9936,3,4/11/1998 0:00,Woodburn,OR,USA
Carrington,Carrington Frozen Chicken Wings,Frozen Chicken,Meat,Frozen Foods,Food,9.68,3.7752,4,1/26/1998 0:00,Woodburn,OR,USA
Horatio,Horatio Buttered Popcorn,Popcorn,Snack Foods,Snack Foods,Food,9.4,3.196,4,1/26/1998 0:00,Woodburn,OR,USA
Golden,Golden Frozen Chicken Thighs,Frozen Chicken,Meat,Frozen Foods,Food,9.4,3.384,4,1/11/1998 0:00,Woodburn,OR,USA
Pleasant,Pleasant Canned Tuna in Water,Tuna,Canned Tuna,Canned Foods,Food,8.88,3.2856,3,1/11/1998 0:00,Woodburn,OR,USA
Golden,Golden Grape Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,7.8,2.496,4,1/11/1998 0:00,Woodburn,OR,USA
Gorilla,Gorilla Blueberry Yogurt,Yogurt,Dairy,Dairy,Food,1.36,0.5032,2,1/26/1998 0:00,Woodburn,OR,USA
Pleasant,Pleasant Turkey Noodle Soup,Soup,Canned Soup,Canned Foods,Food,2.34,1.1232,2,1/11/1998 0:00,Woodburn,OR,USA
Pleasant,Pleasant Canned Peas,Canned Vegetables,Vegetables,Canned Foods,Food,10.16,3.1496,4,1/26/1998 0:00,Woodburn,OR,USA
Imagine,Imagine Frozen Chicken Breast,Frozen Chicken,Meat,Frozen Foods,Food,6.92,2.422,2,1/15/1998 0:00,Beaverton,OR,USA
Imagine,Imagine Home Style French Fries,French Fries,Vegetables,Frozen Foods,Food,1.02,0.3774,2,1/15/1998 0:00,Beaverton,OR,USA
Gorilla,Gorilla Head Cheese,Cheese,Dairy,Dairy,Food,5.48,2.5208,2,1/15/1998 0:00,Beaverton,OR,USA
High Quality,High Quality Frying Pan,Pots and Pans,Kitchen Products,Household,Non-Consumable,8.43,4.215,3,6/4/1998 0:00,Beaverton,OR,USA
Moms,Moms Potato Salad,Deli Salads,Side Dishes,Deli,Food,4.46,1.8732,2,11/3/1998 0:00,Beaverton,OR,USA
Blue Label,Blue Label Canned Tuna in Oil,Tuna,Canned Tuna,Canned Foods,Food,6.2,1.984,4,11/3/1998 0:00,Beaverton,OR,USA
Jardon,Jardon Spaghetti,Pasta,Starchy Foods,Starchy Foods,Food,2.16,1.0368,4,11/3/1998 0:00,Beaverton,OR,USA
Giant,Giant Large Eggs,Eggs,Eggs,Eggs,Food,4.95,1.5345,3,11/3/1998 0:00,Beaverton,OR,USA
Excellent,Excellent Cranberry Juice,Juice,Pure Juice Beverages,Beverages,Drink,6.52,2.0212,2,11/3/1998 0:00,Beaverton,OR,USA
Pleasant,Pleasant Rice Soup,Soup,Canned Soup,Canned Foods,Food,2.7,1.269,3,6/4/1998 0:00,Beaverton,OR,USA
Colossal,Colossal Rice Medly,Rice,Starchy Foods,Starchy Foods,Food,4.38,2.1024,3,6/4/1998 0:00,Beaverton,OR,USA
PigTail,PigTail Pancake Mix,Pancake Mix,Breakfast Foods,Frozen Foods,Food,1.74,0.8178,3,6/4/1998 0:00,Beaverton,OR,USA
Best Choice,Best Choice No Salt Popcorn,Popcorn,Snack Foods,Snack Foods,Food,4.76,2.1896,4,11/3/1998 0:00,Beaverton,OR,USA
Club,Club Low Fat Sour Cream,Sour Cream,Dairy,Dairy,Food,8.79,3.4281,3,11/27/1998 0:00,Richmond,BC,Canada
Red Spade,Red Spade Low Fat Bologna,Bologna,Meat,Deli,Food,6.88,2.4768,2,11/27/1998 0:00,Richmond,BC,Canada
Excellent,Excellent Apple Drink,Flavored Drinks,Drinks,Beverages,Drink,8.94,3.129,3,11/27/1998 0:00,Richmond,BC,Canada
BBB Best,BBB Best Canola Oil,Cooking Oil,Baking Goods,Baking Goods,Food,2.7,1.026,2,11/8/1998 0:00,Richmond,BC,Canada
Plato,Plato Tomato Sauce,Sauces,Baking Goods,Baking Goods,Food,11.13,4.1181,3,8/17/1998 0:00,Richmond,BC,Canada
Just Right,Just Right Rice Soup,Soup,Canned Soup,Canned Foods,Food,15.04,6.1664,4,8/17/1998 0:00,Richmond,BC,Canada
Horatio,Horatio Lemon Cookies,Cookies,Snack Foods,Snack Foods,Food,5.13,2.2572,3,11/8/1998 0:00,Richmond,BC,Canada
Ebony,Ebony Tomatos,Fresh Vegetables,Vegetables,Produce,Food,3.66,1.3542,3,11/27/1998 0:00,Richmond,BC,Canada
Ebony,Ebony Red Pepper,Fresh Vegetables,Vegetables,Produce,Food,8.64,4.32,3,11/27/1998 0:00,Richmond,BC,Canada
Jumbo,Jumbo Small Brown Eggs,Eggs,Eggs,Eggs,Food,4.26,1.9596,3,11/27/1998 0:00,Richmond,BC,Canada
Nationeel,Nationeel Lemon Cookies,Cookies,Snack Foods,Snack Foods,Food,6.78,2.4408,3,11/8/1998 0:00,Richmond,BC,Canada
Best Choice,Best Choice Chocolate Donuts,Donuts,Snack Foods,Snack Foods,Food,6.63,2.0553,3,11/8/1998 0:00,Richmond,BC,Canada
Hermanos,Hermanos Beets,Fresh Vegetables,Vegetables,Produce,Food,4.36,2.0492,2,1/7/1998 0:00,Richmond,BC,Canada
Fort West,Fort West Corn Chips,Chips,Snack Foods,Snack Foods,Food,3.78,1.8522,3,1/7/1998 0:00,Richmond,BC,Canada
Faux Products,Faux Products Dishwasher Detergent,Nasal Sprays,Decongestants,Health and Hygiene,Non-Consumable,3.48,1.7052,2,1/7/1998 0:00,Richmond,BC,Canada
Blue Label,Blue Label Noodle Soup,Soup,Canned Soup,Canned Foods,Food,3.5,1.085,2,1/7/1998 0:00,Richmond,BC,Canada
Landslide,Landslide Grape Jelly,Jelly,Jams and Jellies,Baking Goods,Food,2.43,0.8505,3,1/7/1998 0:00,Richmond,BC,Canada
Sunset,Sunset Scented Toilet Tissue,Paper Wipes,Paper Products,Household,Non-Consumable,7.77,3.4965,3,1/7/1998 0:00,Richmond,BC,Canada
Best,Best Grits,Cereal,Breakfast Foods,Breakfast Foods,Food,7.41,3.3345,3,1/7/1998 0:00,Richmond,BC,Canada
Thresher,Thresher Spicy Mints,Hard Candy,Candy,Snacks,Food,14.6,5.986,4,7/19/1998 0:00,Richmond,BC,Canada
Horatio,Horatio BBQ Potato Chips,Chips,Snack Foods,Snack Foods,Food,5.46,2.4024,3,7/19/1998 0:00,Richmond,BC,Canada
Hermanos,Hermanos Golden Delcious Apples,Fresh Fruit,Fruit,Produce,Food,2.52,1.2096,2,7/19/1998 0:00,Richmond,BC,Canada
Ebony,Ebony Cantelope,Fresh Fruit,Fruit,Produce,Food,7.35,2.8665,3,7/19/1998 0:00,Richmond,BC,Canada
Club,Club String Cheese,Cheese,Dairy,Dairy,Food,3.76,1.4664,2,7/19/1998 0:00,Richmond,BC,Canada
Booker,Booker Muenster Cheese,Cheese,Dairy,Dairy,Food,7.53,3.6897,3,7/19/1998 0:00,Richmond,BC,Canada
Ebony,Ebony Tangerines,Fresh Fruit,Fruit,Produce,Food,13.96,6.5612,4,1/9/1998 0:00,Port Orchard,WA,USA
Plato,Plato White Sugar,Sugar,Baking Goods,Baking Goods,Food,6.88,3.1648,4,2/14/1998 0:00,Port Orchard,WA,USA
Colossal,Colossal Rice Medly,Rice,Starchy Foods,Starchy Foods,Food,5.84,2.5112,4,1/10/1998 0:00,Port Orchard,WA,USA
Horatio,Horatio Low Fat Chips,Chips,Snack Foods,Snack Foods,Food,15.12,6.6528,4,1/9/1998 0:00,Port Orchard,WA,USA
Hermanos,Hermanos Plums,Fresh Fruit,Fruit,Produce,Food,8.31,2.9916,3,1/9/1998 0:00,Port Orchard,WA,USA
Super,Super Salt,Spices,Baking Goods,Baking Goods,Food,11.76,3.6456,4,2/14/1998 0:00,Port Orchard,WA,USA
Horatio,Horatio Fudge Cookies,Cookies,Snack Foods,Snack Foods,Food,7.18,3.3028,2,1/9/1998 0:00,Port Orchard,WA,USA
Big Time,Big Time Pancake Mix,Pancake Mix,Breakfast Foods,Frozen Foods,Food,5.04,2.1168,4,2/14/1998 0:00,Port Orchard,WA,USA
Ebony,Ebony Red Delcious Apples,Fresh Fruit,Fruit,Produce,Food,2.1,0.84,3,2/14/1998 0:00,Port Orchard,WA,USA
Jumbo,Jumbo Large Brown Eggs,Eggs,Eggs,Eggs,Food,10.72,5.2528,4,1/10/1998 0:00,Port Orchard,WA,USA
Sunset,Sunset Plastic Forks,Plastic Utensils,Plastic Products,Household,Non-Consumable,4.52,1.8532,4,1/10/1998 0:00,Port Orchard,WA,USA
Monarch,Monarch Spaghetti,Pasta,Starchy Foods,Starchy Foods,Food,2.76,1.1592,2,1/9/1998 0:00,Port Orchard,WA,USA
Tri-State,Tri-State Mandarin Oranges,Fresh Fruit,Fruit,Produce,Food,11.8,3.894,4,2/14/1998 0:00,Port Orchard,WA,USA
Best Choice,Best Choice Potato Chips,Chips,Snack Foods,Snack Foods,Food,11.67,3.8511,3,1/9/1998 0:00,Port Orchard,WA,USA
Nationeel,Nationeel Low Fat Chips,Chips,Snack Foods,Snack Foods,Food,10.92,4.8048,4,1/9/1998 0:00,Port Orchard,WA,USA
Booker,Booker Chocolate Milk,Milk,Dairy,Dairy,Drink,3.96,1.7028,3,1/9/1998 0:00,Port Orchard,WA,USA
Better,Better Turkey Noodle Soup,Soup,Canned Soup,Canned Foods,Food,1.5,0.525,2,2/14/1998 0:00,Port Orchard,WA,USA
Tell Tale,Tell Tale Baby Onion,Fresh Vegetables,Vegetables,Produce,Food,7.98,2.9526,3,1/10/1998 0:00,Port Orchard,WA,USA
Pleasant,Pleasant Vegetable Soup,Soup,Canned Soup,Canned Foods,Food,8.07,3.7122,3,1/10/1998 0:00,Port Orchard,WA,USA
Tell Tale,Tell Tale Red Pepper,Fresh Vegetables,Vegetables,Produce,Food,9.65,4.439,5,1/10/1998 0:00,Port Orchard,WA,USA
Bravo,Bravo Large Canned Shrimp,Shrimp,Canned Shrimp,Canned Foods,Food,4.34,1.8662,2,1/10/1998 0:00,Port Orchard,WA,USA
Curlew,Curlew Lox,Fresh Fish,Seafood,Seafood,Food,8.1,3.564,5,1/10/1998 0:00,Port Orchard,WA,USA
Denny,Denny Silver Cleaner,Pot Cleaners,Kitchen Products,Household,Non-Consumable,6.32,3.0968,4,6/22/1998 0:00,Port Orchard,WA,USA
Best Choice,Best Choice Sugar Cookies,Cookies,Snack Foods,Snack Foods,Food,10.98,3.7332,3,6/22/1998 0:00,Port Orchard,WA,USA
Nationeel,Nationeel Cheese Dip,Dips,Snack Foods,Snack Foods,Food,8.88,3.996,4,6/22/1998 0:00,Port Orchard,WA,USA
Bravo,Bravo Canned Peas,Canned Vegetables,Vegetables,Canned Foods,Food,7.75,2.5575,5,6/3/1998 0:00,Port Orchard,WA,USA
Sunset,Sunset Glass Cleaner,Cleaners,Cleaning Supplies,Household,Non-Consumable,7.4,3.33,4,6/3/1998 0:00,Port Orchard,WA,USA
Steady,Steady Silky Smooth Hair Conditioner,Conditioner,Bathroom Products,Health and Hygiene,Non-Consumable,4.35,2.0445,3,5/14/1998 0:00,Port Orchard,WA,USA
High Top,High Top Sweet Onion,Fresh Vegetables,Vegetables,Produce,Food,4.96,2.1328,4,4/7/1998 0:00,Port Orchard,WA,USA
Better,Better Fancy Canned Sardines,Sardines,Canned Sardines,Canned Foods,Food,2.4,1.008,2,4/7/1998 0:00,Port Orchard,WA,USA
Tell Tale,Tell Tale Squash,Fresh Vegetables,Vegetables,Produce,Food,5.58,2.1762,3,4/7/1998 0:00,Port Orchard,WA,USA
PigTail,PigTail Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,6.72,2.6208,3,11/9/1998 0:00,Port Orchard,WA,USA
Ebony,Ebony Baby Onion,Fresh Vegetables,Vegetables,Produce,Food,11.88,3.8016,4,5/4/1998 0:00,Port Orchard,WA,USA
Radius,Radius Corn Puffs,Cereal,Breakfast Foods,Breakfast Foods,Food,5.52,1.656,4,5/4/1998 0:00,Port Orchard,WA,USA
Plato,Plato Vegetable Oil,Cooking Oil,Baking Goods,Baking Goods,Food,5.2,1.612,4,4/7/1998 0:00,Port Orchard,WA,USA
Denny,Denny 75 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,11.79,4.8339,3,4/7/1998 0:00,Port Orchard,WA,USA
Jumbo,Jumbo Large Eggs,Eggs,Eggs,Eggs,Food,11.52,5.0688,3,4/7/1998 0:00,Port Orchard,WA,USA
Horatio,Horatio Fondue Mix,Dips,Snack Foods,Snack Foods,Food,9.08,4.086,4,6/22/1998 0:00,Port Orchard,WA,USA
Pleasant,Pleasant Creamed Corn,Canned Vegetables,Vegetables,Canned Foods,Food,5.9,2.36,5,11/15/1998 0:00,Port Orchard,WA,USA
High Top,High Top Sweet Peas,Fresh Vegetables,Vegetables,Produce,Food,5.13,1.7955,3,6/3/1998 0:00,Port Orchard,WA,USA
Nationeel,Nationeel Dried Apricots,Dried Fruit,Snack Foods,Snack Foods,Food,9.4,3.196,4,6/3/1998 0:00,Port Orchard,WA,USA
Big City,Big City Canned Peaches,Canned Fruit,Fruit,Canned Products,Food,2.28,1.0944,3,6/22/1998 0:00,Port Orchard,WA,USA
Skinner,Skinner Diet Soda,Soda,Carbonated Beverages,Beverages,Drink,14.68,6.8996,4,6/22/1998 0:00,Port Orchard,WA,USA
CDR,CDR Canola Oil,Cooking Oil,Baking Goods,Baking Goods,Food,4.96,1.8352,2,6/22/1998 0:00,Port Orchard,WA,USA
BBB Best,BBB Best Apple Butter,Preserves,Jams and Jellies,Baking Goods,Food,6.6,3.168,4,6/22/1998 0:00,Port Orchard,WA,USA
Big Time,Big Time Frozen Broccoli,Frozen Vegetables,Vegetables,Frozen Foods,Food,8.16,2.9376,3,6/3/1998 0:00,Port Orchard,WA,USA
Bird Call,Bird Call Childrens Aspirin,Aspirin,Pain Relievers,Health and Hygiene,Non-Consumable,14.35,6.314,5,11/15/1998 0:00,Port Orchard,WA,USA
Plato,Plato French Roast Coffee,Coffee,Hot Beverages,Beverages,Drink,8.88,4.44,3,6/3/1998 0:00,Port Orchard,WA,USA
Fort West,Fort West Avocado Dip,Dips,Snack Foods,Snack Foods,Food,1.8,0.864,3,4/7/1998 0:00,Port Orchard,WA,USA
Colony,Colony Muffins,Muffins,Bread,Baked Goods,Food,3.86,1.5054,2,11/15/1998 0:00,Port Orchard,WA,USA
Hermanos,Hermanos Asparagus,Fresh Vegetables,Vegetables,Produce,Food,8.92,4.1924,4,11/15/1998 0:00,Port Orchard,WA,USA
PigTail,PigTail Frozen Pepperoni Pizza,Pizza,Pizza,Frozen Foods,Food,5.04,2.52,3,5/14/1998 0:00,Port Orchard,WA,USA
Fort West,Fort West Graham Crackers,Cookies,Snack Foods,Snack Foods,Food,6.78,2.9832,3,6/3/1998 0:00,Port Orchard,WA,USA
Bird Call,Bird Call Childrens Cold Remedy,Cold Remedies,Cold Remedies,Health and Hygiene,Non-Consumable,5.22,1.6704,3,5/14/1998 0:00,Port Orchard,WA,USA
CDR,CDR Regular Coffee,Coffee,Hot Beverages,Beverages,Drink,10.74,3.5442,3,5/14/1998 0:00,Port Orchard,WA,USA
Tri-State,Tri-State Baby Onion,Fresh Vegetables,Vegetables,Produce,Food,10.48,3.668,4,11/15/1998 0:00,Port Orchard,WA,USA
American,American Pimento Loaf,Bologna,Meat,Deli,Food,8.28,3.5604,3,6/23/1998 0:00,N. Vancouver,BC,Canada
Radius,Radius Wheat Puffs,Cereal,Breakfast Foods,Breakfast Foods,Food,7.92,2.6136,3,7/17/1998 0:00,N. Vancouver,BC,Canada
Sphinx,Sphinx Pumpernickel Bread,Sliced Bread,Bread,Baked Goods,Food,1.06,0.3816,2,7/17/1998 0:00,N. Vancouver,BC,Canada
Tell Tale,Tell Tale Cauliflower,Fresh Vegetables,Vegetables,Produce,Food,5.61,1.9635,3,6/23/1998 0:00,N. Vancouver,BC,Canada
Consolidated,Consolidated Mint Mouthwash,Mouthwash,Bathroom Products,Health and Hygiene,Non-Consumable,5.67,2.3814,3,6/23/1998 0:00,N. Vancouver,BC,Canada
Big Time,Big Time Ice Cream,Ice Cream,Frozen Desserts,Frozen Foods,Food,11.08,3.5456,4,6/23/1998 0:00,N. Vancouver,BC,Canada
Moms,Moms Low Fat Cole Slaw,Deli Salads,Side Dishes,Deli,Food,3.66,1.098,3,6/23/1998 0:00,N. Vancouver,BC,Canada
Red Wing,Red Wing C-Size Batteries,Batteries,Electrical,Household,Non-Consumable,5.76,1.7856,2,7/17/1998 0:00,N. Vancouver,BC,Canada
PigTail,PigTail Frozen Pepperoni Pizza,Pizza,Pizza,Frozen Foods,Food,5.04,1.764,3,7/17/1998 0:00,N. Vancouver,BC,Canada
Genteel,Genteel Extra Lean Hamburger,Hamburger,Meat,Meat,Food,5.7,2.793,3,6/23/1998 0:00,N. Vancouver,BC,Canada
Tri-State,Tri-State Fresh Lima Beans,Fresh Vegetables,Vegetables,Produce,Food,9.72,3.1104,4,6/23/1998 0:00,N. Vancouver,BC,Canada
Blue Label,Blue Label Rice Soup,Soup,Canned Soup,Canned Foods,Food,3.18,1.4628,2,5/27/1998 0:00,N. Vancouver,BC,Canada
Booker,Booker Muenster Cheese,Cheese,Dairy,Dairy,Food,7.53,3.765,3,5/27/1998 0:00,N. Vancouver,BC,Canada
Pleasant,Pleasant Canned Yams,Canned Vegetables,Vegetables,Canned Foods,Food,11.91,4.0494,3,5/27/1998 0:00,N. Vancouver,BC,Canada
Token,Token Cream Soda,Soda,Carbonated Beverages,Beverages,Drink,3.87,1.3158,3,5/27/1998 0:00,N. Vancouver,BC,Canada
High Top,High Top Red Pepper,Fresh Vegetables,Vegetables,Produce,Food,7.23,3.0366,3,5/27/1998 0:00,N. Vancouver,BC,Canada
Lake,Lake Chicken Hot Dogs,Hot Dogs,Meat,Deli,Food,6.12,2.3868,4,5/27/1998 0:00,N. Vancouver,BC,Canada
Golden,Golden Frozen Sausage Pizza,Pizza,Pizza,Frozen Foods,Food,5.34,2.67,3,5/27/1998 0:00,N. Vancouver,BC,Canada
Club,Club Jack Cheese,Cheese,Dairy,Dairy,Food,10.32,3.1992,3,7/8/1998 0:00,Langford,BC,Canada
Consolidated,Consolidated Deodorant,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,7.14,3.4986,3,7/8/1998 0:00,Langford,BC,Canada
Tri-State,Tri-State Garlic,Fresh Vegetables,Vegetables,Produce,Food,2.22,1.0878,3,7/8/1998 0:00,Langford,BC,Canada
Best Choice,Best Choice Low Fat Chips,Chips,Snack Foods,Snack Foods,Food,2.58,0.9546,3,7/8/1998 0:00,Langford,BC,Canada
Denny,Denny Copper Cleaner,Pot Cleaners,Kitchen Products,Household,Non-Consumable,1.65,0.5445,3,7/8/1998 0:00,Langford,BC,Canada
CDR,CDR Low Fat Apple Butter,Preserves,Jams and Jellies,Baking Goods,Food,2.01,0.6432,3,7/8/1998 0:00,Langford,BC,Canada
Horatio,Horatio Sesame Crackers,Crackers,Snack Foods,Snack Foods,Food,5.26,1.8936,2,1/21/1998 0:00,Langford,BC,Canada
Tell Tale,Tell Tale Squash,Fresh Vegetables,Vegetables,Produce,Food,5.58,2.3436,3,1/21/1998 0:00,Langford,BC,Canada
Just Right,Just Right Fancy Canned Oysters,Oysters,Canned Oysters,Canned Foods,Food,4.02,1.407,3,1/21/1998 0:00,Langford,BC,Canada
High Top,High Top Fresh Lima Beans,Fresh Vegetables,Vegetables,Produce,Food,11.48,4.1328,4,1/21/1998 0:00,Langford,BC,Canada
Urban,Urban Large Eggs,Eggs,Eggs,Eggs,Food,3.93,1.3362,3,1/21/1998 0:00,Langford,BC,Canada
Walrus,Walrus Chablis Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,4.82,1.6388,2,1/21/1998 0:00,Langford,BC,Canada
Pearl,Pearl Merlot Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,1.08,0.5292,2,4/8/1998 0:00,Hidalgo,Zacatecas,Mexico
Pleasant,Pleasant Creamed Corn,Canned Vegetables,Vegetables,Canned Foods,Food,3.54,1.3452,3,10/29/1998 0:00,Hidalgo,Zacatecas,Mexico
Red Spade,Red Spade Cole Slaw,Deli Salads,Side Dishes,Deli,Food,1.94,0.6984,2,10/29/1998 0:00,Hidalgo,Zacatecas,Mexico
Just Right,Just Right Canned Beets,Canned Vegetables,Vegetables,Canned Foods,Food,6.96,3.2016,4,4/8/1998 0:00,Hidalgo,Zacatecas,Mexico
Big Time,Big Time Frozen Sausage Pizza,Pizza,Pizza,Frozen Foods,Food,2.4,0.84,3,5/19/1998 0:00,Hidalgo,Zacatecas,Mexico
Excellent,Excellent Cream Soda,Soda,Carbonated Beverages,Beverages,Drink,2.88,1.296,3,5/19/1998 0:00,Hidalgo,Zacatecas,Mexico
High Top,High Top Mixed Nuts,Nuts,Specialty,Produce,Food,5.42,2.0054,2,5/19/1998 0:00,Hidalgo,Zacatecas,Mexico
Pleasant,Pleasant Canned Tuna in Oil,Tuna,Canned Tuna,Canned Foods,Food,2.74,1.096,2,5/19/1998 0:00,Hidalgo,Zacatecas,Mexico
Booker,Booker Mild Cheddar Cheese,Cheese,Dairy,Dairy,Food,2.72,1.1968,4,5/19/1998 0:00,Hidalgo,Zacatecas,Mexico
Tri-State,Tri-State Honey Dew,Fresh Fruit,Fruit,Produce,Food,4.26,1.5762,3,4/8/1998 0:00,Hidalgo,Zacatecas,Mexico
High Top,High Top Cantelope,Fresh Fruit,Fruit,Produce,Food,7.41,3.5568,3,5/8/1998 0:00,Hidalgo,Zacatecas,Mexico
Imagine,Imagine Lemon Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,1.89,0.7938,3,5/8/1998 0:00,Hidalgo,Zacatecas,Mexico
Pleasant,Pleasant Noodle Soup,Soup,Canned Soup,Canned Foods,Food,4.96,2.3312,2,10/29/1998 0:00,Hidalgo,Zacatecas,Mexico
Musial,Musial Bubble Gum,Gum,Candy,Snacks,Food,4.98,1.6434,3,10/29/1998 0:00,Hidalgo,Zacatecas,Mexico
Red Wing,Red Wing 25 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,8.01,2.7234,3,7/19/1998 0:00,Hidalgo,Zacatecas,Mexico
Fast,Fast Raisins,Dried Fruit,Snack Foods,Snack Foods,Food,3.6,1.584,3,7/19/1998 0:00,Hidalgo,Zacatecas,Mexico
Hilltop,Hilltop Silky Smooth Hair Conditioner,Conditioner,Bathroom Products,Health and Hygiene,Non-Consumable,4.47,1.3857,3,5/8/1998 0:00,Hidalgo,Zacatecas,Mexico
Sphinx,Sphinx Cranberry Muffins,Muffins,Bread,Baked Goods,Food,4.22,1.3504,2,8/20/1998 0:00,Hidalgo,Zacatecas,Mexico
